accuracy_multi,epoch,learning_rate,lwlrap,model,pretrained,time,train_loss,training_phase,valid_loss
0.985463,16,"slice(1e-3, 3e-3",0.220217,deit_tiny_patch16_224,No,00:21,0.067940,4,0.067194
0.985475,17,"slice(1e-3, 3e-3",0.207026,deit_tiny_patch16_224,No,00:15,0.067883,4,0.067118
0.985463,18,"slice(1e-3, 3e-3",0.204382,deit_tiny_patch16_224,No,00:15,0.067777,4,0.068268
0.985475,19,"slice(1e-3, 3e-3",0.212008,deit_tiny_patch16_224,No,00:15,0.067698,4,0.066893
0.985463,20,"slice(1e-3, 3e-3",0.226129,deit_tiny_patch16_224,No,00:15,0.067699,4,0.066093
0.985463,21,"slice(1e-3, 3e-3",0.209701,deit_tiny_patch16_224,No,00:15,0.067567,4,0.067317
0.985475,22,"slice(1e-3, 3e-3",0.220684,deit_tiny_patch16_224,No,00:16,0.067578,4,0.066689
0.985475,23,"slice(1e-3, 3e-3",0.221627,deit_tiny_patch16_224,No,00:16,0.067188,4,0.066051
0.985463,24,"slice(1e-3, 3e-3",0.216992,deit_tiny_patch16_224,No,00:16,0.067169,4,0.066938
0.985475,25,"slice(1e-3, 3e-3",0.229801,deit_tiny_patch16_224,No,00:15,0.066989,4,0.066446
0.985475,26,"slice(1e-3, 3e-3",0.230263,deit_tiny_patch16_224,No,00:15,0.067075,4,0.065992
0.985475,27,"slice(1e-3, 3e-3",0.222634,deit_tiny_patch16_224,No,00:14,0.066840,4,0.066468
0.985475,28,"slice(1e-3, 3e-3",0.248185,deit_tiny_patch16_224,No,00:14,0.066714,4,0.065313
0.985475,29,"slice(1e-3, 3e-3",0.226011,deit_tiny_patch16_224,No,00:15,0.066767,4,0.066044
0.985450,30,"slice(1e-3, 3e-3",0.240577,deit_tiny_patch16_224,No,00:15,0.066581,4,0.065425
0.985463,31,"slice(1e-3, 3e-3",0.237782,deit_tiny_patch16_224,No,00:14,0.066545,4,0.065752
0.985475,32,"slice(1e-3, 3e-3",0.233688,deit_tiny_patch16_224,No,00:15,0.066320,4,0.065647
0.985438,33,"slice(1e-3, 3e-3",0.237120,deit_tiny_patch16_224,No,00:15,0.066077,4,0.065426
0.985450,34,"slice(1e-3, 3e-3",0.234299,deit_tiny_patch16_224,No,00:15,0.065920,4,0.065101
0.985450,35,"slice(1e-3, 3e-3",0.238559,deit_tiny_patch16_224,No,00:14,0.066335,4,0.065870
0.985475,36,"slice(1e-3, 3e-3",0.236283,deit_tiny_patch16_224,No,00:14,0.065956,4,0.065564
0.985450,37,"slice(1e-3, 3e-3",0.235815,deit_tiny_patch16_224,No,00:15,0.066047,4,0.065224
0.985488,38,"slice(1e-3, 3e-3",0.244933,deit_tiny_patch16_224,No,00:18,0.066102,4,0.064863
0.985475,39,"slice(1e-3, 3e-3",0.242482,deit_tiny_patch16_224,No,00:17,0.066012,4,0.065497
0.985475,40,"slice(1e-3, 3e-3",0.238679,deit_tiny_patch16_224,No,00:16,0.066027,4,0.065202
0.985475,41,"slice(1e-3, 3e-3",0.232125,deit_tiny_patch16_224,No,00:16,0.065747,4,0.065278
0.985475,42,"slice(1e-3, 3e-3",0.250886,deit_tiny_patch16_224,No,00:15,0.065508,4,0.064826
0.985438,43,"slice(1e-3, 3e-3",0.252667,deit_tiny_patch16_224,No,00:15,0.065641,4,0.064908
0.985488,44,"slice(1e-3, 3e-3",0.242705,deit_tiny_patch16_224,No,00:14,0.065491,4,0.065224
0.985463,45,"slice(1e-3, 3e-3",0.249072,deit_tiny_patch16_224,No,00:14,0.065832,4,0.064751
0.985475,46,"slice(1e-3, 3e-3",0.259623,deit_tiny_patch16_224,No,00:15,0.065673,4,0.064767
0.985475,47,"slice(1e-3, 3e-3",0.235551,deit_tiny_patch16_224,No,00:15,0.065512,4,0.064977
0.985475,48,"slice(1e-3, 3e-3",0.254907,deit_tiny_patch16_224,No,00:15,0.065760,4,0.064477
0.985475,49,"slice(1e-3, 3e-3",0.253575,deit_tiny_patch16_224,No,00:14,0.065586,4,0.064973
0.985475,0,"slice(1e-4, 1e-3",0.243495,deit_tiny_patch16_224,No,00:15,0.065562,5,0.065161
0.985475,1,"slice(1e-4, 1e-3",0.249506,deit_tiny_patch16_224,No,00:15,0.065755,5,0.065230
0.985463,2,"slice(1e-4, 1e-3",0.243320,deit_tiny_patch16_224,No,00:15,0.065819,5,0.065064
0.985475,3,"slice(1e-4, 1e-3",0.242994,deit_tiny_patch16_224,No,00:13,0.065696,5,0.065205
0.985463,4,"slice(1e-4, 1e-3",0.244644,deit_tiny_patch16_224,No,00:13,0.065667,5,0.064770
0.985463,5,"slice(1e-4, 1e-3",0.241704,deit_tiny_patch16_224,No,00:14,0.065625,5,0.065168
0.985475,6,"slice(1e-4, 1e-3",0.252377,deit_tiny_patch16_224,No,00:13,0.065573,5,0.064695
0.985475,7,"slice(1e-4, 1e-3",0.232346,deit_tiny_patch16_224,No,00:13,0.065697,5,0.065620
0.985475,8,"slice(1e-4, 1e-3",0.243717,deit_tiny_patch16_224,No,00:13,0.065459,5,0.065028
0.985475,9,"slice(1e-4, 1e-3",0.253036,deit_tiny_patch16_224,No,00:13,0.065553,5,0.064540
0.985475,0,1e-1,0.145525,convit_tiny,No,00:20,0.073457,1,0.072117
0.985274,1,1e-1,0.102254,convit_tiny,No,00:21,0.073426,1,0.074862
0.985350,2,1e-1,0.094039,convit_tiny,No,00:19,0.073283,1,0.077467
0.985350,3,1e-1,0.132877,convit_tiny,No,00:19,0.073379,1,0.073281
0.985475,4,1e-1,0.103449,convit_tiny,No,00:18,0.073181,1,0.076538
0.985375,5,1e-1,0.121832,convit_tiny,No,00:19,0.072467,1,0.072997
0.985199,6,1e-1,0.123982,convit_tiny,No,00:19,0.071381,1,0.074093
0.985425,7,1e-1,0.163006,convit_tiny,No,00:19,0.070989,1,0.070335
0.985325,8,1e-1,0.160063,convit_tiny,No,00:20,0.070755,1,0.070870
0.985324,9,1e-1,0.167218,convit_tiny,No,00:19,0.070421,1,0.070461
0.985236,0,3e-3,0.177476,convit_tiny,No,00:19,0.070394,2,0.070738
0.985274,1,3e-3,0.178850,convit_tiny,No,00:19,0.070586,2,0.070791
0.985136,2,3e-3,0.123743,convit_tiny,No,00:18,0.070441,2,0.073186
0.985375,3,3e-3,0.117146,convit_tiny,No,00:19,0.070350,2,0.073611
0.985136,4,3e-3,0.133193,convit_tiny,No,00:19,0.070324,2,0.073716
0.985299,5,3e-3,0.114607,convit_tiny,No,00:19,0.070024,2,0.074370
0.985249,6,3e-3,0.135090,convit_tiny,No,00:19,0.070208,2,0.073504
0.984922,7,3e-3,0.090742,convit_tiny,No,00:20,0.069496,2,0.084114
0.985350,8,3e-3,0.109328,convit_tiny,No,00:19,0.069711,2,0.077086
0.985375,9,3e-3,0.098751,convit_tiny,No,00:20,0.069591,2,0.080256
0.985325,10,3e-3,0.139375,convit_tiny,No,00:19,0.069201,2,0.072418
0.985425,11,3e-3,0.143862,convit_tiny,No,00:19,0.069330,2,0.071354
0.985161,12,3e-3,0.107711,convit_tiny,No,00:19,0.068863,2,0.080280
0.985325,13,3e-3,0.109705,convit_tiny,No,00:20,0.068497,2,0.078337
0.985400,14,3e-3,0.136009,convit_tiny,No,00:20,0.068470,2,0.072119
0.985425,15,3e-3,0.208312,convit_tiny,No,00:19,0.068348,2,0.068314
0.985413,16,3e-3,0.178442,convit_tiny,No,00:18,0.068154,2,0.068836
0.985413,17,3e-3,0.206432,convit_tiny,No,00:20,0.068335,2,0.068294
0.985488,18,3e-3,0.207843,convit_tiny,No,00:20,0.068199,2,0.068190
0.985450,19,3e-3,0.206373,convit_tiny,No,00:20,0.068001,2,0.068209
0.985413,0,1e-3,0.209598,convit_tiny,No,00:22,0.067676,3,0.067832
0.985463,1,1e-3,0.197997,convit_tiny,No,00:20,0.068017,3,0.068173
0.985387,2,1e-3,0.188781,convit_tiny,No,00:20,0.067954,3,0.068681
0.983979,3,1e-3,0.092929,convit_tiny,No,00:20,0.068317,3,0.088709
0.985450,4,1e-3,0.139633,convit_tiny,No,00:21,0.068338,3,0.071175
0.985299,5,1e-3,0.199758,convit_tiny,No,00:19,0.068010,3,0.068290
0.985463,6,1e-3,0.183443,convit_tiny,No,00:21,0.068244,3,0.069185
0.983212,7,1e-3,0.091977,convit_tiny,No,00:21,0.067855,3,0.100222
0.985438,8,1e-3,0.203384,convit_tiny,No,00:19,0.068037,3,0.067676
0.985450,9,1e-3,0.168364,convit_tiny,No,00:21,0.067799,3,0.069179
0.985450,10,1e-3,0.126180,convit_tiny,No,00:21,0.067892,3,0.075325
0.985450,11,1e-3,0.164811,convit_tiny,No,00:21,0.067876,3,0.070219
0.985475,0,"slice(1e-3, 3e-3",0.196394,convit_tiny,No,00:17,0.068555,4,0.067949
0.985475,1,"slice(1e-3, 3e-3",0.208210,convit_tiny,No,00:17,0.068725,4,0.067426
0.985475,2,"slice(1e-3, 3e-3",0.208037,convit_tiny,No,00:16,0.068606,4,0.067744
0.985475,3,"slice(1e-3, 3e-3",0.204594,convit_tiny,No,00:19,0.068870,4,0.067769
0.985475,4,"slice(1e-3, 3e-3",0.205328,convit_tiny,No,00:21,0.068817,4,0.067653
0.985475,5,"slice(1e-3, 3e-3",0.203208,convit_tiny,No,00:18,0.068589,4,0.068244
0.985475,6,"slice(1e-3, 3e-3",0.205749,convit_tiny,No,00:17,0.068628,4,0.067830
0.985475,7,"slice(1e-3, 3e-3",0.201317,convit_tiny,No,00:15,0.068875,4,0.067871
0.985488,8,"slice(1e-3, 3e-3",0.199930,convit_tiny,No,00:15,0.068350,4,0.067744
0.985475,9,"slice(1e-3, 3e-3",0.210102,convit_tiny,No,00:15,0.068701,4,0.067646
0.985463,10,"slice(1e-3, 3e-3",0.210427,convit_tiny,No,00:15,0.068358,4,0.067278
0.985463,11,"slice(1e-3, 3e-3",0.193204,convit_tiny,No,00:15,0.068398,4,0.067818
0.985475,12,"slice(1e-3, 3e-3",0.217008,convit_tiny,No,00:15,0.068310,4,0.067307
0.985475,13,"slice(1e-3, 3e-3",0.218248,convit_tiny,No,00:14,0.068175,4,0.066980
0.985475,14,"slice(1e-3, 3e-3",0.212665,convit_tiny,No,00:17,0.068009,4,0.067045
0.985425,15,"slice(1e-3, 3e-3",0.204340,convit_tiny,No,00:19,0.067913,4,0.067566
0.985463,16,"slice(1e-3, 3e-3",0.220217,convit_tiny,No,00:21,0.067940,4,0.067194
0.985475,17,"slice(1e-3, 3e-3",0.207026,convit_tiny,No,00:15,0.067883,4,0.067118
0.985463,18,"slice(1e-3, 3e-3",0.204382,convit_tiny,No,00:15,0.067777,4,0.068268
0.985475,19,"slice(1e-3, 3e-3",0.212008,convit_tiny,No,00:15,0.067698,4,0.066893
0.985463,20,"slice(1e-3, 3e-3",0.226129,convit_tiny,No,00:15,0.067699,4,0.066093
0.985463,21,"slice(1e-3, 3e-3",0.209701,convit_tiny,No,00:15,0.067567,4,0.067317
0.985475,22,"slice(1e-3, 3e-3",0.220684,convit_tiny,No,00:16,0.067578,4,0.066689
0.985475,23,"slice(1e-3, 3e-3",0.221627,convit_tiny,No,00:16,0.067188,4,0.066051
0.985463,24,"slice(1e-3, 3e-3",0.216992,convit_tiny,No,00:16,0.067169,4,0.066938
0.985475,25,"slice(1e-3, 3e-3",0.229801,convit_tiny,No,00:15,0.066989,4,0.066446
0.985475,26,"slice(1e-3, 3e-3",0.230263,convit_tiny,No,00:15,0.067075,4,0.065992
0.985475,27,"slice(1e-3, 3e-3",0.222634,convit_tiny,No,00:14,0.066840,4,0.066468
0.985475,28,"slice(1e-3, 3e-3",0.248185,convit_tiny,No,00:14,0.066714,4,0.065313
0.985475,29,"slice(1e-3, 3e-3",0.226011,convit_tiny,No,00:15,0.066767,4,0.066044
0.985450,30,"slice(1e-3, 3e-3",0.240577,convit_tiny,No,00:15,0.066581,4,0.065425
0.985463,31,"slice(1e-3, 3e-3",0.237782,convit_tiny,No,00:14,0.066545,4,0.065752
0.985475,32,"slice(1e-3, 3e-3",0.233688,convit_tiny,No,00:15,0.066320,4,0.065647
0.985438,33,"slice(1e-3, 3e-3",0.237120,convit_tiny,No,00:15,0.066077,4,0.065426
0.985450,34,"slice(1e-3, 3e-3",0.234299,convit_tiny,No,00:15,0.065920,4,0.065101
0.985450,35,"slice(1e-3, 3e-3",0.238559,convit_tiny,No,00:14,0.066335,4,0.065870
0.985475,36,"slice(1e-3, 3e-3",0.236283,convit_tiny,No,00:14,0.065956,4,0.065564
0.985450,37,"slice(1e-3, 3e-3",0.235815,convit_tiny,No,00:15,0.066047,4,0.065224
0.985488,38,"slice(1e-3, 3e-3",0.244933,convit_tiny,No,00:18,0.066102,4,0.064863
0.985475,39,"slice(1e-3, 3e-3",0.242482,convit_tiny,No,00:17,0.066012,4,0.065497
0.985475,40,"slice(1e-3, 3e-3",0.238679,convit_tiny,No,00:16,0.066027,4,0.065202
0.985475,41,"slice(1e-3, 3e-3",0.232125,convit_tiny,No,00:16,0.065747,4,0.065278
0.985475,42,"slice(1e-3, 3e-3",0.250886,convit_tiny,No,00:15,0.065508,4,0.064826
0.985438,43,"slice(1e-3, 3e-3",0.252667,convit_tiny,No,00:15,0.065641,4,0.064908
0.985488,44,"slice(1e-3, 3e-3",0.242705,convit_tiny,No,00:14,0.065491,4,0.065224
0.985463,45,"slice(1e-3, 3e-3",0.249072,convit_tiny,No,00:14,0.065832,4,0.064751
0.985475,46,"slice(1e-3, 3e-3",0.259623,convit_tiny,No,00:15,0.065673,4,0.064767
0.985475,47,"slice(1e-3, 3e-3",0.235551,convit_tiny,No,00:15,0.065512,4,0.064977
0.985475,48,"slice(1e-3, 3e-3",0.254907,convit_tiny,No,00:15,0.065760,4,0.064477
0.985475,49,"slice(1e-3, 3e-3",0.253575,convit_tiny,No,00:14,0.065586,4,0.064973
0.985475,0,"slice(1e-4, 1e-3",0.243495,convit_tiny,No,00:15,0.065562,5,0.065161
0.985475,1,"slice(1e-4, 1e-3",0.249506,convit_tiny,No,00:15,0.065755,5,0.065230
0.985463,2,"slice(1e-4, 1e-3",0.243320,convit_tiny,No,00:15,0.065819,5,0.065064
0.985475,3,"slice(1e-4, 1e-3",0.242994,convit_tiny,No,00:13,0.065696,5,0.065205
0.985463,4,"slice(1e-4, 1e-3",0.244644,convit_tiny,No,00:13,0.065667,5,0.064770
0.985463,5,"slice(1e-4, 1e-3",0.241704,convit_tiny,No,00:14,0.065625,5,0.065168
0.985475,6,"slice(1e-4, 1e-3",0.252377,convit_tiny,No,00:13,0.065573,5,0.064695
0.985475,7,"slice(1e-4, 1e-3",0.232346,convit_tiny,No,00:13,0.065697,5,0.065620
0.985475,8,"slice(1e-4, 1e-3",0.243717,convit_tiny,No,00:13,0.065459,5,0.065028
0.985475,9,"slice(1e-4, 1e-3",0.253036,convit_tiny,No,00:13,0.065553,5,0.064540
