timestamp,model,features,vggish_features,tabular_features,num_classes,train_samples,val_samples,epochs,learning_rate,training_time_sec,val_accuracy,error_rate,num_params
20251016_181907,"2 layers [200, 100]",2602,128,2474,74,2382,596,20,6.309573450380412e-07,12.023934,0.010067114093959731,0.9899328859060402,553678
